QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	33.810482	-118.394104	-25.000000	1
1	0	3	16	0.000000	0.000000	0.000000	0.000000	33.810482	-118.394104	-25.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	33.810482	-118.394104	-25.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	33.810505	-118.394112	-25.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	33.810505	-118.394112	-25.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	33.810528	-118.394104	-25.000000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	33.810528	-118.394104	-25.000000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	33.810528	-118.394051	-25.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	33.810528	-118.394051	-25.000000	1
9	0	3	16	0.000000	0.000000	0.000000	0.000000	33.810513	-118.394051	-25.000000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	33.810513	-118.394051	-25.000000	1
11	0	3	16	0.000000	0.000000	0.000000	0.000000	33.810490	-118.394051	-25.000000	1
12	0	3	16	0.000000	0.000000	0.000000	0.000000	33.810478	-118.394066	-25.000000	1
13	0	3	16	0.000000	0.000000	0.000000	0.000000	33.810478	-118.394066	-25.000000	1
